rank,word,count
781,researcher,1
782,resource,1
783,respect,1
784,respectable,1
785,responsibility,1
786,rewrite,1
787,rigorous,1
788,roll,1
789,rover,1
790,rule,1
791,run,1
792,safe,1
793,sale,1
794,scale,1
795,seal,1
796,seamless,1
797,secondary,1
798,secondguess,1
799,secretary,1
800,senior,1
801,sensible,1
802,sentiment,1
803,separate,1
804,seriously,1
805,serve,1
806,set,1
807,shadbolt,1
808,shop,1
809,side,1
810,signal,1
811,similar,1
812,similarly,1
813,sky,1
814,smile,1
815,society,1
816,sophisticate,1
817,sorry,1
818,sort,1
819,sound,1
820,source,1
821,special,1
822,spend,1
823,spin,1
824,sport,1
825,stab,1
826,standardisation,1
827,startup,1
828,startups,1
829,stats,1
830,status,1
831,statutory,1
832,stem,1
833,step,1
834,steve,1
835,stick,1
836,stifle,1
837,strategy,1
838,stretch,1
839,stride,1
840,struggle,1
841,study,1
842,subjectsscience,1
843,success,1
844,supermarket,1
845,supporter,1
846,supportive,1
847,symbol,1
848,synchrotron,1
849,system,1
850,talktalk,1
851,target,1
852,teacher,1
853,technically,1
854,telephone,1
855,tell,1
856,tier,1
857,together,1
858,top,1
859,track,1
860,trade,1
861,transactional,1
862,transfer,1
863,transport,1
864,trivialise,1
865,turn,1
866,ukaea,1
867,ultimate,1
868,unfurl,1
869,unhelpful,1
870,unite,1
871,universally,1
872,update,1
873,usage,1
874,valuable,1
875,various,1
876,vernacular,1
877,virgin,1
878,visa,1
879,viviane,1
880,volition,1
881,warrant,1
882,wed,1
883,widespread,1
884,wood,1
885,workpresumably,1
886,wry,1
887,yearn,1
