#Science and Technology Committee 
#Oral evidence: Social media data and real time analytics, HC 245 Wednesday 2 July 2014 
#Ordered by the House of Commons to be published on 2 July 2014. Written evidence from witnesses: 
#- Information Commissioner's Office 
#- University of Manchester 
#- Dr Kevin Macnish 
#- Government Departments Watch the meeting
#Watch the meeting
#Members present: Mr Andrew Miller (Chair); Mr David Heath; Stephen Metcalfe; Stephen Mosley; Pamela Nash; Graham Stringer; David Tredinnick 
#Questions 156-227 
#Witnesses: Steve Wood, Head of Policy Delivery, Information Commissioner's Office, Dr Mark Elliot, Senior Lecturer, Confidentiality and Privacy Research Issues group, University of Manchester, and Dr Kevin Macnish, Teaching Fellow and Consultant, Inter-Disciplinary Applied Ethics Centre, University of Leeds, gave evidence.
question|person|oralEvidence
Q161|Steve Wood|Yes, and often in those scenarios the research can take place on a legitimate basis. It is thinking through the different implications and scenarios with some of that information, particularly if it is held for a longer period or how the research progresses. It very much depends on the scenario. I think the key piece of information to get to users is to make sure they can understand in clear and transparent terms what the research means for them and how their data is being used. Equally, sometimes there is a misconception that once the data is public it ceases to be personal data. It is still personal data under the legislation; it is just that it has to work through the conditions for the research to be able to take place. The fact that it is public is a factor which often can link in to legitimise the research in the first place. 
Q161|Dr Macnish|On the back of what Mark said earlier, there is not the clear public/private divide any more that there might have been 20 years ago. When you publish something on Facebook, your reasonable expectations may be that it just goes out to a very limited number of friends; it may be only 10 people. That might be seen in the sense of almost a personal letter, but in fact you can have personal communications between two people on Facebook. You can make a statement public and then it goes out to everybody, or, when you are using a social media platform like Twitter, everything is public by default, although you can also ban certain people from seeing what you post on Twitter. It is not a straightforward public/private divide. With social media you are talking about a quasi-public arena, which I think muddies the waters quite a bit. 
Q161|Dr Elliot|There is a distinction here between "published" and "public." If you have deliberately self-published something-for example, if you post your CV online-you have the obvious intent that people should read it and that is its intention. The same goes for certain sorts of web activity such as blogging. You desire people to come and look at the website. Social media is not quite in that category. It may be public or semi-public, but that is not the same as publishing, which is the deliberate intent to put it out to as many people as possible. There is a grey area here. 
Q162|Stephen Mosley|In May, the European court made a judgment on Google and demanded that it removed links. I think these were newspaper articles referring to a court case about 15 years ago. Do you think that sort of thing could be considered as a censorship of data? 
Q162|Steve Wood|The first thing I would say about the judgment is that it is not, as some have characterised it, rewriting or deleting history; it is about the removal of the links when they are returned from a search result against an individual's name. The other thing to mention about the court judgment is that it is not an absolute right to be able to go to a search engine and ask for those links to be removed. Essentially, it still has to be an infringement of data protection law, and then a consideration will come into play as well about the status of the information and the relationship of the individual in terms of their public profile in considering freedom of expression issues. 
Q162|Steve Wood|One of the challenges of the judgment, and the issue we are still mulling over, is that it does not make very much reference to freedom of expression. Picking up your point about censorship, it is quite a challenging judgment for us to interpret. The court did not make that much reference to the importance of freedom of expression, but we are still working through the implications to come up with a sensible approach to how we apply that judgment in our work. As the information commissioner responsible for both data protection and freedom of information, we are aware of the importance of both rights. 
Q162|Dr Macnish|There is a lot of detail to be worked out in the whole concept of the right to be forgotten that the Spanish judgment was drawing on. The principle, at least as stated by the European Parliament at the moment, is that it will not apply to newspaper archives, for instance, but are Huffington Post or Salon.com-solely online publishers-newspapers? What about an individual person's blog? Some people blog and the information they share is treated extremely seriously, and sometimes even taken more seriously than what might be in the newspapers. For other people, it might just be a blog about their family background. What counts as being a newspaper in that sense is not entirely clear. 
Q162|Dr Macnish|Another issue which comes up is the idea that, if it is in the public interest, it should not be deleted. But, again, how do you know whether or not something is in the public interest, especially after a gap of five, 10 or 15 years? It may turn out that something which five years ago is no longer in the public interest in another 10 years' time suddenly does become in the public interest. Let's say a person has a particular political viewpoint which is expressed and gets in the public record. Five years later they say, "I have not been engaging in politics recently. I wish to have that struck off the record," and 10 years later they do get into politics and follow up certain views. For the rest of us, we might think it would be helpful to know what they once expressed in public. 
Q163|Stephen Mosley|We keep hearing about the right to be forgotten. An alternative point of view is that there should be a right to be forgiven. Have you heard that term used at all, and, if so, do you think a right to be forgiven might be better than a right to be forgotten? 
Q163|Steve Wood|We have indicated that the term "right to be forgotten" is quite difficult. It also raises expectations in the public about what might be able to happen. Whether "right to be forgotten" is the right term, it is not one we are wedded to or necessarily promoting as the data protection regulator. There is currently a right to erasure, which is more explicitly in the current data protection regulations. It may be that sticking to those terms is more helpful. 
Q163|Steve Wood|I think the term "right to be forgiven" has been advanced by some US commentators as an alternative concept in US society, but, again, it only takes us so far; it still leads us into some of the difficult issues that Kevin was outlining. I think it is the importance of the term. It is quite a loaded term. It has been advanced by the European Commission under their current proposals for a draft data protection regulation. It is clearly part of setting out a concept, but it may be an unhelpful one in what it gives to users but having some important ideas behind it. The idea behind it is a good one, which is giving users more control over their data. We are supportive of that. 
Q164|Mr Heath|Can I explore the concept of informed consent? I accept that you can probably achieve consent, but by the time you have got to the 106th page of the terms and conditions and clicked "I agree" you probably have not been informed a great deal. Is informed consent a conceit? Is it a concept that we can actually make work? 
Q164|Mr Heath|Dr Macnish: With informed consent, a lot of the question depends on what you are being informed about. I do not think you have to be informed about the exact process your data will go through, or all the legal aspects surrounding it, but it is reasonable to be informed about the risks and benefits that will occur to you as a result of your data having been used. For instance, Facebook has been in the press recently over the use of its wall to manipulate emotions, or at least that is the way it has been presented. One word of research in its 9,400-word terms and conditions seems not to be informed consent by anybody's remote stretch of the imagination. It seems reasonable to suggest that, if you are going to go into some sort of experiment like this, you tell the users, "We are going to engage in an experiment. These are the harms and the benefits that may occur. Do you consent to doing this?" 
Q165|Chair|It is a bit like the health warning on a pack of cigarettes. 
Q165|Dr Macnish|It is not far off. Universities have been doing this with ethics research boards for quite some time, and it seems quite reasonable to expect that companies should obey the same standards and requirements as universities. 
Q166|Mr Heath|Each and every time a piece of information is used for research purposes. 
Q166|Dr Macnish|I believe so, yes; yes, I would say so. 
Q166|Dr Elliot|We-being collectively our society, the science community, business and so on-are not exploring how we could use this technology to obtain consent. Obtaining real time consent is a technical possibility now. We could be asking people explicitly each time we want to use their data for a new purpose, using the very media we are talking about now, using technology that is already existing. There has to be a policy will and investment in infrastructure to do that. One of the logistic barriers for consent has always been that it is too difficult to get in touch with people to ask them whether you can now use their data for an entirely new purpose. That is no longer the case. At the moment there is quite a lot of fabrication about why we are not going forward with this technology. There is a lot of vested interest in the existing way of doing things about holding on to data and doing work on the data that you have got, rather than accessing data when you need it. 
Q167|Mr Heath|Dr Elliot, you are suggesting that the technology can provide that explicit case-by-case consent. You would not necessarily need to move, for instance, to identity assurance providers as a way of coping with it. 
Q167|Dr Elliot|I said "could"-not "can." I think work still needs to be done to provide the infrastructure for that, but, yes, absolutely it is possible to do that. You could do it in a variety of different ways. Identity assurance providers would be one mechanism by which you could deliver that; the use of brokers and personal data stores is another approach. We would not necessarily need to do just one thing. 
Q168|Mr Heath|As a very basic question, do we know whether people actually want this paraphernalia and this approach? Is there any research that says, yes, people do want to give their informed consent rather than simply have it- 
Q168|Dr Macnish|Research carried out by Eurobarometer 2011 suggested that 80% of UK citizens were concerned about their data being used by companies without user consent. Ireland also returned an 80% concern. The two countries were the highest in Europe in that regard. 
Q169|Mr Heath|Do you have any thoughts as an academic on why the Anglo-Saxons or Celts should be particularly exercised by this? 
Q169|Dr Macnish|I am not sure. I can hazard a guess on that one. 
Q170|Mr Heath|Mr Wood, is there anything you want to add? 
Q170|Steve Wood|I would support the comments made about the importance of consent and considering different ways we can achieve it. It is also thinking about the level of information that is needed for different types of scenarios. In terms of data protection, we always talk about the level of information increasing, or that the detail or explanation may need to increase. The more intrusive the processing of the data and the greater the risks or implications for the individual, the more important it is that they have very clear information and it is very clearly provided to them, so it works on that scale. 
Q170|Steve Wood|The other thing with regard to consent is that you should use consent only when it is true consent-an individual has a choice and it is freely informed-and there is not an imbalance. That is why we say that sometimes consent is perhaps not always the right option. There may be other ways you need to think about it. I very much echo and support getting away from the idea of having just very long privacy notices which people are struggling to read. They can be 10,000 words long. The idea is sort of just-in-time technology and real time information, and there are some areas developing in mobile apps where we can see that starting to work. There needs to be innovation in both the public and private sectors in getting this information to people, so there are possibilities there which can be explored. 
Q171|Mr Heath|Do you expect the regulator to be setting this out or industry to be offering it? 
Q171|Steve Wood|We have set out some initial guidance in a code of practice on privacy notices which we published in 2010. We are in the process of updating that and consulting industry on it in light of some of these developments such as just-in-time technology. We will provide some guidance. It will not necessarily all be specifically on research; it obviously covers a wide range of circumstances. 
Q172|Stephen Metcalfe|Struggling to read 10,000 words is probably the understatement of the century. You just click the box "I agree" and then get to the really interesting stuff. Do you think notices containing tens of thousands of words-I think one has 176,000 words, which is absurd-are deliberately designed to be totally impenetrable so that you do just click "I agree," and all sorts of stuff could be hidden inside it? 
Q172|Steve Wood|I would not say they are necessarily written in that way deliberately. Often, they will come from a culture within an organisation where lawyers are heavily involved. It may also be about writing terms and conditions that cover other aspects like terms of sale and so on. It comes from the point of view that you need to cover everything. In part, it comes from that perspective rather than being deliberately long, but there may be some organisations that sometimes are able to exploit the opacity of the notice. There are lots of different techniques to get round it. There is also the concept of a layered notice-I do not know whether you have heard of that before-where you have the basic information at the first point in a privacy notice, perhaps even some symbols and other things to explain it, and there is still more information in the notice for people to drill down. That is the other concept we have been promoting. 
Q173|Chair|It is not helped by documents written for American courtrooms and intended to be applied globally. 
Q173|Steve Wood|Yes. We recognise there is more to be done, and it is a priority area for us in continuing to explain that. It is also a source of concern in other areas. We receive complaints about nuisance telephone calls where people have not realised what was in the privacy notice and it is argued that they have consented, so it is an important issue to us in a number of different areas. 
Q174|Stephen Metcalfe|It is entirely right that it is an important issue. It is that box you just click to get through, and it has huge implications. You said you were putting pressure on to improve it and perhaps adopt a layered approach to terms and conditions. On whom are you putting pressure? 
Q174|Steve Wood|In terms of the guidance and the messages we are putting out, saying we have this code of practice on privacy notices. We also promote the concept of what we call privacy by design. One of the improvements in the proposed data protection regulation being negotiated at the moment is the concept of data protection by design and default, which is actually in the legislation. We think it will be helpful in giving us a slightly stronger statutory hook to promote that concept as well. It is a mixture of us providing guidance and working with the industry. We want industry to come up with solutions and ideas about how to do this. 
Q175|Stephen Metcalfe|What about getting the public to have a greater understanding that when they click the box "I agree" there are implications to that? How do we go about that? 
Q175|Steve Wood|It is an area on which we are seeking to do work to make sure that people are aware of their rights and the importance of interaction with the information they receive. I think there needs to be a mix of people involved in it; we cannot do it all ourselves. We are increasingly dealing in partnerships and working with other organisations-for example, citizens advice bureaux and organisations like that. We have also started a programme of teaching materials for schools on data protection. It is not just about being safe online; it is more about interactions and young people learning about transactions and about their information. We have had quite a good success rate. Those have been rolled out in primary and secondary education as well, but it is a long process. 
Q175|Dr Macnish|I would back up what Steve said about schools in particular. I talk to undergraduates about this. We are now getting undergraduates who have been with Facebook since they were 13. I would estimate that about one in 50 has read the terms and conditions on Facebook. 
Q176|Stephen Metcalfe|That many. 
Q176|Dr Macnish|Well, they might just be trying to show off in front of their classmates. Some of them do have concern. However, there is clearly a generation growing up that does not take this seriously and trusts Facebook-I am not picking on them-and other social media with their data. It is a real concern. As Steve said, getting them at school is the place we need to be focusing on, but, if we are going to make the terms and conditions understandable to schoolchildren, that gives us a level of English and understanding that I think is sensible to be aiming at. 
Q177|Stephen Metcalfe|So there is still more work to be done in that area. 
Q177|Dr Macnish|Very much so. 
Q178|Stephen Metcalfe|Google's motto, allegedly-there is some issue around it-is "Don't be evil." Can any of the companies that are collecting data live up to that kind of ethos, or, because of the sheer scale of the organisations involved in the data, when they think they are being good, the potential is that they can be doing great harm? 
Q178|Dr Macnish|"Evil" is a very strong word to use. 
Q179|Stephen Metcalfe|It is in inverted commas. 
Q179|Dr Macnish|Indeed, yes. Rather as I said earlier, the potential for harm is there and is significant. Just because a company's intentions are good it does not follow, therefore, that what it does is right. That information can be abused by others. Function creep can occur, whereby the initial intention is morphed slowly and slowly until eventually you end up in a totally different position that was not envisaged at the beginning. So those initial good intentions suddenly find themselves having some very negative consequences and outcomes. 
Q180|Mr Heath|Coming back to the earlier point about the terms and conditions and the American angle to this, it does occur to me that there are 51 jurisdictions in the United States, each one of them asserting extraterritorial jurisdiction as well. So, whatever we do within Europe, companies will still feel the need to protect themselves under US and state law and have these rigmaroles despite our best intentions. Mr Wood, do you know if there are any discussions with the American authorities, and do they take the same view? 
Q180|Steve Wood|It is a good point about the global dimension to these issues that we have to seek global solutions and standards ultimately. We work and co-operate a lot in Europe with other data protection authorities under the data protection directive, but increasingly we are working internationally. We have just signed a memorandum of understanding with the Federal Trade Commission-the FTC. There are a lot of discussions now and there is some convergence internationally about the issues and techniques needed to address issues around privacy and information. They are universally international issues. There is a movement in that direction, but it is taking time to get that up and running. 
Q180|Dr Elliot|Can I pick up the point on terms and conditions? There is an issue here. Even if you made your terms and conditions only 500 words, I still do not think people are going to read them, partly because of the language they are written in and partly because nobody has the time to do that sort of stuff. They want to get to the good stuff, as you said. I do think we need to look at technical solutions to this. There is existing technology with text mining and so forth by which you could have an app that distilled some of these terms and conditions and mapped them on to your own preferences. That is another issue here. Each user will have their own preferences about what they are and are not willing to do, and what they are and are not willing to allow a user of their data to do, and so forth. We also need to look at technical solutions to this. 
Q181|Stephen Metcalfe|What about graphic solutions and icons you become familiar with that say, "Your data will be used in this way"? They can often speak thousands of words. Is there anyone doing that? 
Q181|Dr Elliot|Companies? 
Q182|Stephen Metcalfe|No, not necessarily companies at this point. I am referring to someone coming up with the concept of using icons or graphics. 
Q182|Dr Elliot|We are now putting together a research project looking at exactly this. What would work for users in terms of representations of privacy content within terms and conditions? We are looking at traffic light-type systems and different ways of representing visually a particular pathway for your data and where it is going to end up, who is going to be using it and what the risks are. 
Q182|Dr Macnish|At a more localised level, I believe Facebook is doing something along those lines with every status that is now posted. Whenever a status update on Facebook is posted, a question comes up as to whether you wish it to be public, to go out to friends or be private. I think that is icon-related as well, so work is being done at a very localised level rather than on terms and conditions. 
Q182|Steve Wood|There is a need for standardisation to make sure we do not have the proliferation of too many different icons. A number of people have used the analogy of nutrition labels, or labels showing the fat content of foods, but this area is a little more complex than that. It is not to say it is impossible, but we need to work collaboratively across a number of different areas to get those standards agreed. 
Q182|Steve Wood|The other area we are exploring at the Information Commissioner's Office at the moment is the concept of a privacy seal scheme. That would be a standard scheme we might be able to endorse, but we are still exploring that at the moment. 
Q183|Graham Stringer|Mr Wood, you said you were in favour of privacy impact assessments. What would one look like? 
Q183|Steve Wood|Essentially, a privacy impact assessment is a process that an organisation would work through, thinking about the information and data they have, making sure they understand it and how they may want to use it, or data they may want to combine in or add to that data, and specifically focusing on the usage of that data, the information flows and the impact on individuals and the various different scenarios that can unfurl from the use of that data. It is very much thinking through different options and ways to mitigate the privacy risks which are identified. There could be a number of different issues. Do we need to provide more information to users? What about security? It also allows an organisation to think about the issues before they start the process, which we think is very important. 
Q183|Steve Wood|We also hope that it introduces the idea of proportionality. There can be different routes that perhaps use fewer data to get to a result that still helps the organisation. Sometimes people see the prize, or think, "We can get to this result only by using this amount of data," without thinking about whether there are different ways to do it. Can we use different forms of data? Would anonymised data, rather than fully identifiable data, help us in certain situations in terms of working through all those different risks and issues? The end product of a privacy impact assessment is ultimately a report which can propose different ways forward and different options, but the key point is that the issues are mitigated at an early stage. It is a process we have been promoting for about eight years at the ICO. 
Q184|Graham Stringer|Should users be made aware of who owns the sites? These sites change hands, as you have pointed out. There can be fairly innocuous ownership and it can then end up in the hands of credit rating agencies. Do you think people should be automatically made aware of who owns those sites? 
Q184|Steve Wood|Transparency is a key component of data protection legislation. It is very important that it is transparent to the user who is processing their personal data. Whether it is the ownership of the site, who is ultimately the data controller is a really important point. That has to be transparent to the user. 
Q185|Graham Stringer|You say that as though it is at the moment, but it is not at the moment, is it? 
Q185|Steve Wood|We can still find instances where transparency can be better and clearer. In particular, people's understanding of how credit reference agencies work is an area we recognise, and maybe we will be doing more work on that in the coming year. 
Q186|Pamela Nash|Gentlemen, in what way can data from social media be used by Governments, first, in disaster response? 
Q186|Dr Macnish|I think in locating and hearing about disasters much faster than the media can get hold of them, and hearing updates of what is going on. People are regularly tweeting about them. When the Egyptian revolution kicked off in Tahrir square the hashtag "#Jan25" was being used and updated so regularly that I was trying to keep up with it at the time. I remember that it was scrolling past so quickly I could not even read the tweets coming up on the screen. A tremendous amount of information can come out which can then be of use to the emergency services in those cases. 
Q187|Pamela Nash|That is a good example. With information coming so quickly, do you think it can be utilised well by Government? 
Q187|Dr Macnish|Absolutely. I think you can run algorithms against it even when it is coming through quickly. Obviously one person sitting down at a screen is going to struggle, but you can run it through an algorithm that would help to pull out defining trends that could then balance claims against counterclaims to see whether or not something is really happening. A fair amount of analysis needs to happen, depending on how fine-grained you want to get with the information you are receiving, but certainly there are benefits to be had from it. 
Q188|Pamela Nash|Do we have the capability at the moment to be able to analyse that information very quickly and utilise it? 
Q188|Dr Macnish|I could not say for certain. I am not a computer scientist. My understanding is that we probably do, but I do not know quite the volumes that we would be talking about as to whether or not we could deal with it. Each algorithm will have a certain parameter within which it can cope. 
Q189|Dr Elliot|If the question is whether it would be possible, then, yes. This is just technology. For the disasters we are talking about, it is something instant like Twitter rather than more reflective social media. You are then just sticking data science on to the fire hose that Twitter produces. There is a whole issue about getting access to that. If you want to be able to respond in real time using that, some data science needs to be done; it is not just on tap. Work would need to be done if that is what you wanted. Infrastructure and probably some research would be needed in order to fit it to what purpose you had in mind. The first question would be: what would you want to do with it? 
Q189|Dr Macnish|There would also be the follow-up. It could also be used as a communications channel from the emergency services to the people in that particular area, saying, "This is the hashtag, Facebook site, or whatever, that you should be following." This has been used to an extent in the States with the amber alert system, which seems to be quite effective. If there is a missing person, it goes out on Facebook. People get SMSs. It is a very simple form of communication that people sign up to, and then they can hear directly from the emergency services. 
Q189|Pamela Nash|I want to look at national interests and how we use social media and the data from it to prevent terrorism and terrorist attacks. How can we use data to prevent these attacks, and how effective do you think we are at using those data at the moment? 
Q189|Dr Macnish|I could not comment on how effective we are in using the data at the moment. There is potential for the data to be used. My understanding is that social media platforms are being used to recruit terrorists. There is going to be an increasing scale of involvement in terrorism, which might well be reflected in social media platforms. Communities and who you are friends with, who you connect with and who you follow might start to give indications. My concern is that we may end up in a dragnet scenario whereby all social media is collected and trawled through in a fishing trip expedition just to find the interesting information and to find the terrorists out of that. Going back to an earlier comment, just because the intention is good does not necessarily mean that, therefore, the consequences will also be good. 
Q190|Pamela Nash|What would be the negative consequence of that? 
Q190|Dr Macnish|I think Government having unrestricted access to citizens' social media would not be a healthy thing. You can find people's private opinions; people would feel extremely vulnerable. Privacy is a core element of a liberal democracy, and it would be unhealthy for the Government to have that level of access to people's information as a regular thing. If you find somebody whom you have good reason to suspect is involved or engaged in terrorism in some way, by all means with a warrant go after their information and take it, but the idea of having everybody's information collected just so it can be trawled through looking for trends is a worrying one. 
Q191|Pamela Nash|Dr Macnish, can I take it that you are not a fan of the USA Patriot Act in that case? 
Q191|Dr Macnish|No. I have two problems with the Patriot Act, both revolving around section 215, which is the most controversial aspect. One is that there appears to have been, from my limited understanding, a secret interpretation of that particular section, which I see as being wholly undemocratic. When Government take a secret interpretation of a law, it becomes very problematic. There is no sense of accountability of the Executive. The second thing is precisely what I said. It allows for dragnet collection. In the case of the States, that led to communications data from Verizon and other mobile phone companies going straight to US intelligence and being stored there. My understanding is that that has now changed in the light of the Snowden revelations, and those data are now held by the telephone companies and they can be accessed by the intelligence services when they have reason to suspect a particular individual. My understanding is that this latter approach is how the UK currently operates. That seems to be a much safer approach. The intelligence services require grounds to approach the telephone companies, internet service providers, or whoever it may be, to get the information they need on particular individuals and not on groups in general. 
Q192|Pamela Nash|Can I ask your colleagues whether they have any comments? 
Q192|Dr Elliot|I think you are only ever going to catch a stupid terrorist using social media. Any sensible terrorist is going to be using the dark web to communicate and network. It is the bad terrorists or the not very clever terrorists that you are going to get in this way. As to whether that is worth any significant use of resources, never mind the ethical issues my colleague has raised, I am very dubious. 
Q193|Pamela Nash|I am just playing devil's advocate here. I take your point about a stupid terrorist, but the information that we are looking for is not necessarily someone putting details of an attack on social media. It might be a very nuanced analysis of trends that people are looking at, who they are communicating with and where they are travelling. That might mean a more extended look; it might be a wider range of people whose information is being looked at. Is that not something that you think- 
Q193|Dr Elliot|I am sorry. I missed the nuance. 
Q194|Pamela Nash|Dr Macnish made the point that it should relate only to people who are already suspects. If you are looking at information, it might be more difficult to ascertain, and a wider pattern is being looked at. It might be a wider range of people. 
Q194|Dr Elliot|Is this like the "crimes about to be committed" type of analysis, which I have heard about? 
Q194|Pamela Nash|Yes. 
Q194|Dr Elliot|Perhaps you are saying, "Hang on. There might be something about to happen here." I think we are again in very murky water ethically. I understand there is some value in this technology, having spoken just yesterday to somebody from Europol. They are achieving some wins with that. Whether that should be done routinely and the resource required justifies the benefits is less clear to me. 
Q194|Dr Macnish|To follow that up, the concern I have there is that the sort of pattern recognition you are talking about, looking for patterns that indicate somebody may well be involved in terrorism or may be about to engage in a terrorist act, is based wholly on statistical correlations. There is an 80% chance that somebody might be involved in terrorism, or something along those lines. Does that 80% chance count as grounds to intrude and monitor their telephone and communications? I don't know, but it just feels very uncomfortable to me that a statistical correlation would be sufficient. In a way, we almost deal with that already with profiling, saying that because there is a statistical correlation you should not just stop and search somebody. You need to have grounds for suspicion in that particular case. I think the same would be true here as well. 
Q195|Pamela Nash|You have both touched on public perception and what the British public might think of different levels of Government use of social media data to protect national security. Mr Wood, what do you say is the general public view-not necessarily your own view-about how comfortable they are with the Government using their social media private data for national security purposes? 
Q195|Steve Wood|A mix of views comes forward from the public. I think they have perhaps some understanding that their data, which may be old, may be used in certain ways, sometimes linked to national security or law enforcement areas. They do not have a full understanding of what happens. Sometimes they think more is done with their data in certain circumstances when it is not; in other scenarios, it is the opposite. We probably lack the public debate and true understanding and transparency about the extent to which their social media data could be used. Post-Snowden, what we probably have lacked in the UK is a full debate about these issues. The debate has been much more rigorous in the US. A good starting point for the debate is what further steps we can take to improve transparency and get people to understand the different ways in which particularly social media data can be used. That ranges from the things you have just discussed to perhaps more general uses relating to trends, and correlating and understanding issues. This might be in a very broad geographic area, which may have fewer privacy issues, compared with where you start to target an individual, or you probably need to consider issues about proportionality and what the effect on the individuals may be as well. I think we lack that debate at the moment. 
Q195|Pamela Nash|To me, it is not a big jump from Tesco analysing whether or not a woman is pregnant by her shopping, and what vouchers to send her, to looking at national security issues, but that is a matter for public debate. 
